dataset,video_num,question_w_q_morph,question,Gloss level Korean Sign Language (GKSL) sentence,Word level Korean Language (WKL) sentence
NIA-2020,1865,,FALSE,사진기 실종,카메라를 분실하였습니다.
NIA-2020,1866,,FALSE,사진기 없다 실종,카메라를 분실하였습니다.
NIA-2020,1867,,FALSE,사진기 찾다 실종,카메라를 분실하였습니다.
NIA-2020,1868,,FALSE,사진기 사라지다 실종,카메라를 분실하였습니다.
NIA-2020,1869,,FALSE,가방 잃어버리다,가방을 잃어버렸습니다.
NIA-2020,1870,,FALSE,가방 없다 잃어버리다,가방을 잃어버렸습니다.
NIA-2020,1871,,FALSE,가방 실종,가방을 잃어버렸습니다.
NIA-2020,1872,,FALSE,가방 없다 실종,가방을 잃어버렸습니다.
NIA-2020,1873,,FALSE,가방 찾다 실종,가방을 잃어버렸습니다.
NIA-2020,1874,,FALSE,가방 사라지다 실종,가방을 잃어버렸습니다.
NIA-2020,1875,,FALSE,가방 잃어버리다 실종,가방을 잃어버렸습니다.
NIA-2020,1876,,FALSE,가방 실종 잃어버리다,가방을 잃어버렸습니다.
NIA-2020,1877,,FALSE,아이 잃어버리다,아이를 잃어버렸습니다.
NIA-2020,1878,,FALSE,아이 없다 잃어버리다,아이를 잃어버렸습니다.
NIA-2020,1879,,FALSE,아이 실종,아이를 잃어버렸습니다.
NIA-2020,1880,,FALSE,아이 없다 실종,아이를 잃어버렸습니다.
NIA-2020,1881,,FALSE,아이 찾다 실종,아이를 잃어버렸습니다.
NIA-2020,1882,,FALSE,아이 사라지다 실종,아이를 잃어버렸습니다.
NIA-2020,1883,,FALSE,아이 잃어버리다 실종,아이를 잃어버렸습니다.
NIA-2020,1884,,FALSE,아이 실종 잃어버리다,아이를 잃어버렸습니다.
NIA-2020,1885,,FALSE,지갑 찾다 실종,지갑을 잃어버렸습니다.
NIA-2020,1886,,FALSE,지갑 사라지다 실종,지갑을 잃어버렸습니다.
NIA-2020,1887,,FALSE,지갑 잃어버리다 실종,지갑을 잃어버렸습니다.
NIA-2020,1888,,FALSE,지갑 실종 잃어버리다,지갑을 잃어버렸습니다.
NIA-2020,1889,,FALSE,안경 찾다 실종,안경을 잃어버렸습니다.
NIA-2020,1890,,FALSE,안경 사라지다 실종,안경을 잃어버렸습니다.
NIA-2020,1891,,FALSE,안경 잃어버리다 실종,안경을 잃어버렸습니다.
NIA-2020,1892,,FALSE,안경 실종 잃어버리다,안경을 잃어버렸습니다.
NIA-2020,1893,,FALSE,핸드폰 잃어버리다,휴대폰을 잃어버렸습니다.
NIA-2020,1894,,FALSE,핸드폰 없다 잃어버리다,휴대폰을 잃어버렸습니다.
NIA-2020,1895,,FALSE,핸드폰 실종,휴대폰을 잃어버렸습니다.
NIA-2020,1896,,FALSE,핸드폰 없다 실종,휴대폰을 잃어버렸습니다.
NIA-2020,1897,,FALSE,핸드폰 찾다 실종,휴대폰을 잃어버렸습니다.
NIA-2020,1898,,FALSE,핸드폰 사라지다 실종,휴대폰을 잃어버렸습니다.
NIA-2020,1899,,FALSE,핸드폰 잃어버리다 실종,휴대폰을 잃어버렸습니다.
NIA-2020,1900,,FALSE,핸드폰 실종 잃어버리다,휴대폰을 잃어버렸습니다.
NIA-2020,1901,,FALSE,카드 잃어버리다,카드를 잃어버렸습니다.
NIA-2020,1902,,FALSE,카드 없다 잃어버리다,카드를 잃어버렸습니다.
NIA-2020,1903,,FALSE,카드 실종,카드를 잃어버렸습니다.
NIA-2020,1904,,FALSE,카드 없다 실종,카드를 잃어버렸습니다.
NIA-2020,1905,,FALSE,카드 찾다 실종,카드를 잃어버렸습니다.
NIA-2020,1906,,FALSE,카드 사라지다 실종,카드를 잃어버렸습니다.
NIA-2020,1907,,TRUE,유턴 맞다,유턴 맞으시죠?
NIA-2020,1908,,TRUE,유턴 맞다,유턴 맞으시죠?
NIA-2020,1909,,TRUE,유턴 맞다,유턴 맞으시죠?
NIA-2020,1910,,TRUE,유턴 맞다,유턴 맞으시죠?
NIA-2020,1911,,TRUE,유턴 맞다,유턴 맞으시죠?
NIA-2020,1912,,FALSE,유턴 맞다,유턴 맞습니다.
NIA-2020,1913,,FALSE,유턴 맞다,유턴 맞습니다.
NIA-2020,1914,,FALSE,유턴 맞다,유턴 맞습니다.
NIA-2020,1915,,FALSE,유턴 맞다,유턴 맞습니다.
NIA-2020,1916,,FALSE,유턴 맞다,유턴 맞습니다.
NIA-2020,1917,,TRUE,차밀리다 기다리다,차가 막히나요?
NIA-2020,1918,X,TRUE,차밀리다,차가 막히나요?
NIA-2020,1919,,TRUE,차밀리다 심하다,차가 막히나요?
NIA-2020,1920,,TRUE,차밀리다 괜찮다,"차가 막히는데, 괜찮으세요?"
NIA-2020,1921,,TRUE,차밀리다 시간 괜찮다,"차가 막히는데, 괜찮으세요?"
NIA-2020,1922,,FALSE,차밀리다 기다리다,차가 막힙니다.
NIA-2020,1923,,FALSE,차밀리다,차가 막힙니다.
NIA-2020,1924,,FALSE,차밀리다 심하다,차가 막힙니다.
NIA-2020,1925,,FALSE,차밀리다 괜찮다,차가 막혀도 괜찮습니다.
NIA-2020,1926,,FALSE,차밀리다 시간 괜찮다,차가 막혀도 괜찮습니다.
NIA-2020,1927,X,TRUE,돈,현금이세요?
NIA-2020,1928,X,TRUE,돈,현금이세요?
NIA-2020,1929,X,TRUE,돈,현금이세요?
NIA-2020,1930,X,TRUE,돈,현금이세요?
NIA-2020,1931,X,TRUE,돈,현금이세요?
NIA-2020,1932,,FALSE,돈,현금입니다.
NIA-2020,1933,,FALSE,돈,현금입니다.
NIA-2020,1934,,FALSE,돈,현금입니다.
NIA-2020,1935,,FALSE,돈,현금입니다.
NIA-2020,1936,,FALSE,돈,현금입니다.
NIA-2020,1937,,FALSE,돈,현금입니다.
NIA-2020,1938,,FALSE,돈,현금입니다.
NIA-2020,1939,,FALSE,돈,현금입니다.
NIA-2020,1940,,FALSE,돈,현금입니다.
NIA-2020,1941,,TRUE,카드 되다,카드도 되나요?
NIA-2020,1942,,FALSE,카드,카드도 됩니다.
NIA-2020,1943,,FALSE,카드 되다,카드도 됩니다.
NIA-2020,1944,,FALSE,카드 가능,카드도 됩니다.
NIA-2020,1945,,FALSE,카드,카드도 됩니다.
NIA-2020,1946,,FALSE,카드 되다,카드도 됩니다.
NIA-2020,1947,,TRUE,영수증 필요,영수증 필요하세요?
NIA-2020,1948,,TRUE,영수증 필요,영수증 필요하세요?
NIA-2020,1949,,TRUE,영수증 필요,영수증 필요하세요?
NIA-2020,1950,,TRUE,영수증 원하다,영수증 필요하세요?
NIA-2020,1951,,TRUE,영수증 원하다,영수증 필요하세요?
NIA-2020,1952,,FALSE,사진기 잃어버리다 실종,카메라를 분실하였습니다.
NIA-2020,1953,,FALSE,사진기 실종 잃어버리다,카메라를 분실하였습니다.
NIA-2020,1954,,FALSE,시계 잃어버리다,시계를 분실하였습니다.
NIA-2020,1955,,FALSE,시계 없다 잃어버리다,시계를 분실하였습니다.
NIA-2020,1956,,FALSE,시계 실종,시계를 분실하였습니다.
NIA-2020,1957,,FALSE,시계 없다 실종,시계를 분실하였습니다.
NIA-2020,1958,,FALSE,시계 찾다 실종,시계를 분실하였습니다.
NIA-2020,1959,,FALSE,시계 사라지다 실종,시계를 분실하였습니다.
NIA-2020,1960,,FALSE,시계 잃어버리다 실종,시계를 분실하였습니다.
NIA-2020,1961,,FALSE,시계 실종 잃어버리다,시계를 분실하였습니다.
NIA-2020,1962,,FALSE,반지 잃어버리다,반지를 분실하였습니다.
NIA-2020,1963,,FALSE,반지 없다 잃어버리다,반지를 분실하였습니다.
NIA-2020,1964,,FALSE,반지 실종,반지를 분실하였습니다.
NIA-2020,1965,,FALSE,반지 없다 실종,반지를 분실하였습니다.
NIA-2020,1966,,FALSE,반지 찾다 실종,반지를 분실하였습니다.
NIA-2020,1967,,FALSE,반지 사라지다 실종,반지를 분실하였습니다.
NIA-2020,1968,,FALSE,반지 잃어버리다 실종,반지를 분실하였습니다.
NIA-2020,1969,,FALSE,반지 실종 잃어버리다,반지를 분실하였습니다.
NIA-2020,1970,,FALSE,노트북 잃어버리다,노트북을 잃어버렸습니다.
NIA-2020,1971,,FALSE,노트북 없다 잃어버리다,노트북을 잃어버렸습니다.
NIA-2020,1972,,FALSE,노트북 실종,노트북을 잃어버렸습니다.
NIA-2020,1973,,FALSE,노트북 없다 실종,노트북을 잃어버렸습니다.
NIA-2020,1974,,FALSE,노트북 찾다 실종,노트북을 잃어버렸습니다.
NIA-2020,1975,,FALSE,노트북 사라지다 실종,노트북을 잃어버렸습니다.
NIA-2020,1976,,FALSE,불편하다,불편합니다.
NIA-2020,1977,X,TRUE,불편하다,불편하세요?
NIA-2020,1978,,FALSE,화나다,화났습니다.
NIA-2020,1979,X,TRUE,화나다,화나셨어요?
NIA-2020,1980,,TRUE,빨리 접근,다와가나요?
NIA-2020,1981,,TRUE,빨리 접근 가능,다와가나요?
NIA-2020,1982,,TRUE,빨리 접근 되다,다와가나요?
NIA-2020,1983,,TRUE,접근 도착,다와가나요?
NIA-2020,1984,,TRUE,접근 도착 가능,다와가나요?
NIA-2020,1985,,TRUE,접근 도착 되다,다와가나요?
NIA-2020,1986,,FALSE,빨리 접근,다와갑니다.
NIA-2020,1987,,FALSE,빨리 접근 가능,다와갑니다.
NIA-2020,1988,,FALSE,빨리 접근 되다,다와갑니다.
NIA-2020,1989,,FALSE,접근 도착,다와갑니다.
NIA-2020,1990,,FALSE,접근 도착 가능,다와갑니다.
NIA-2020,1991,,FALSE,접근 도착 되다,다와갑니다.
NIA-2020,1992,,FALSE,노트북 잃어버리다 실종,노트북을 잃어버렸습니다.
NIA-2020,1993,,FALSE,노트북 실종 잃어버리다,노트북을 잃어버렸습니다.
NIA-2020,1994,,FALSE,보청기 잃어버리다,보청기를 잃어버렸습니다.
NIA-2020,1995,,FALSE,보청기 없다 잃어버리다,보청기를 잃어버렸습니다.
NIA-2020,1996,,FALSE,보청기 실종,보청기를 잃어버렸습니다.
NIA-2020,1997,,FALSE,보청기 없다 실종,보청기를 잃어버렸습니다.
NIA-2020,1998,,FALSE,보청기 찾다 실종,보청기를 잃어버렸습니다.
NIA-2020,1999,,FALSE,끝,끝났습니다.
NIA-2020,2000,,FALSE,수고,수고하셨습니다.
KETI-Airport,,,TRUE,편의점  어디  곳,편의점은 어디에 있습니까?
KETI-Airport,,,TRUE,편의점  곳  어디,편의점은 어디에 있습니까?
KETI-Airport,,,TRUE,편의점  어디,편의점은 어디에 있습니까?
KETI-Airport,,,TRUE,편의점  곳,편의점은 어디에 있습니까?
KETI-Airport,,,TRUE,아기  쉬다  어디  곳,유아 휴게실은 어디에 있습니까?
KETI-Airport,,,TRUE,아기  쉬다  곳  어디,유아 휴게실은 어디에 있습니까?
KETI-Airport,,,TRUE,아기  쉬다  어디,유아 휴게실은 어디에 있습니까?
KETI-Airport,,,TRUE,아기  쉬다  곳,유아 휴게실은 어디에 있습니까?
KETI-Airport,,,TRUE,물건  잃어버리다  검사  두다  어디  곳,유실물 센터는 어디에 있습니까?
KETI-Airport,,,TRUE,물건  잃어버리다  검사  두다  곳  어디,유실물 센터는 어디에 있습니까?
KETI-Airport,,,TRUE,물건  잃어버리다  검사  두다  어디,유실물 센터는 어디에 있습니까?
KETI-Airport,,,TRUE,물건  잃어버리다  검사  두다  곳,유실물 센터는 어디에 있습니까?
KETI-Airport,,,TRUE,화장실  어디  곳,화장실은 어디에 있습니까?
KETI-Airport,,,TRUE,화장실  곳  어디,화장실은 어디에 있습니까?
KETI-Airport,,,TRUE,화장실  어디,화장실은 어디에 있습니까?
KETI-Airport,,,TRUE,화장실  곳,화장실은 어디에 있습니까?
KETI-Airport,,,TRUE,은행  어디  곳,은행은 어디에 있습니까?
KETI-Airport,,,TRUE,은행  곳  어디,은행은 어디에 있습니까?
KETI-Airport,,,TRUE,은행  어디,은행은 어디에 있습니까?
KETI-Airport,,,TRUE,은행  곳,은행은 어디에 있습니까?
KETI-Airport,,,TRUE,먹다  어디  곳,식당은 어디에 있습니까?
KETI-Airport,,,TRUE,먹다  곳  어디,식당은 어디에 있습니까?
KETI-Airport,,,TRUE,먹다  어디,식당은 어디에 있습니까?
KETI-Airport,,,TRUE,먹다  곳,식당은 어디에 있습니까?
KETI-Airport,,,TRUE,항공  잠  어디  곳,공항 내 수면실이 어디에 있나요?
KETI-Airport,,,TRUE,항공  잠  곳  어디,공항 내 수면실이 어디에 있나요?
KETI-Airport,,,TRUE,항공  잠  어디,공항 내 수면실이 어디에 있나요?
KETI-Airport,,,TRUE,항공  잠  곳,공항 내 수면실이 어디에 있나요?
KETI-Airport,,,TRUE,항공  목욕  어디  곳,공항 내 샤워실은 어디에 있나요?
KETI-Airport,,,TRUE,항공  목욕  곳  어디,공항 내 샤워실은 어디에 있나요?
KETI-Airport,,,TRUE,항공  목욕  어디,공항 내 샤워실은 어디에 있나요?
KETI-Airport,,,TRUE,항공  목욕  곳,공항 내 샤워실은 어디에 있나요?
KETI-Airport,,,TRUE,기념  물건  어디  곳,기념품점이 어디에 있습니까?
KETI-Airport,,,TRUE,기념  물건  곳  어디,기념품점이 어디에 있습니까?
KETI-Airport,,,TRUE,기념  물건  어디,기념품점이 어디에 있습니까?
KETI-Airport,,,TRUE,기념  물건  곳,기념품점이 어디에 있습니까?
KETI-Airport,,,TRUE,핸드폰  충전  어디  곳,휴대폰을 충전할 수 있는 곳이 어디입니까?
KETI-Airport,,,TRUE,핸드폰  충전  곳  어디,휴대폰을 충전할 수 있는 곳이 어디입니까?
KETI-Airport,,,TRUE,핸드폰  충전  어디,휴대폰을 충전할 수 있는 곳이 어디입니까?
KETI-Airport,,,TRUE,핸드폰  충전  곳,휴대폰을 충전할 수 있는 곳이 어디입니까?
KETI-Airport,,,TRUE,한국  안  착륙  어디  곳,국내선 입국장이 어디에 있습니까?
KETI-Airport,,,TRUE,한국  안  착륙  곳  어디,국내선 입국장이 어디에 있습니까?
KETI-Airport,,,TRUE,한국  안  착륙  어디,국내선 입국장이 어디에 있습니까?
KETI-Airport,,,TRUE,한국  안  착륙  곳,국내선 입국장이 어디에 있습니까?
KETI-Airport,,,TRUE,한국  안  다르다  나라  착륙  어디  곳,국제선 입국장이 어디에 있습니까?
KETI-Airport,,,TRUE,한국  안  다르다  나라  착륙  곳  어디,국제선 입국장이 어디에 있습니까?
KETI-Airport,,,TRUE,한국  안  다르다  나라  착륙  어디,국제선 입국장이 어디에 있습니까?
KETI-Airport,,,TRUE,한국  안  다르다  나라  착륙  곳,국제선 입국장이 어디에 있습니까?
KETI-Airport,,,TRUE,다르다  나라  한국  안  착륙  어디  곳,국제선 입국장이 어디에 있습니까?
KETI-Airport,,,TRUE,다르다  나라  한국  안  착륙  곳  어디,국제선 입국장이 어디에 있습니까?
KETI-Airport,,,TRUE,다르다  나라  한국  안  착륙  어디,국제선 입국장이 어디에 있습니까?
KETI-Airport,,,TRUE,다르다  나라  한국  안  착륙  곳,국제선 입국장이 어디에 있습니까?
KETI-Airport,,,TRUE,한국  안  이륙  어디  곳,국내선 출국장이 어디에 있습니까?
KETI-Airport,,,TRUE,한국  안  이륙  곳  어디,국내선 출국장이 어디에 있습니까?
KETI-Airport,,,TRUE,한국  안  이륙  어디,국내선 출국장이 어디에 있습니까?
KETI-Airport,,,TRUE,한국  안  이륙  곳,국내선 출국장이 어디에 있습니까?
KETI-Airport,,,TRUE,한국  안  다르다  나라  이륙  어디  곳,국제선 출국장이 어디에 있습니까?
KETI-Airport,,,TRUE,한국  안  다르다  나라  이륙  곳  어디,국제선 출국장이 어디에 있습니까?
KETI-Airport,,,TRUE,한국  안  다르다  나라  이륙  어디,국제선 출국장이 어디에 있습니까?
KETI-Airport,,,TRUE,한국  안  다르다  나라  이륙  곳,국제선 출국장이 어디에 있습니까?
KETI-Airport,,,TRUE,다르다  나라  한국  안  이륙  어디  곳,국제선 출국장이 어디에 있습니까?
KETI-Airport,,,TRUE,다르다  나라  한국  안  이륙  곳  어디,국제선 출국장이 어디에 있습니까?
KETI-Airport,,,TRUE,다르다  나라  한국  안  이륙  어디,국제선 출국장이 어디에 있습니까?
KETI-Airport,,,TRUE,다르다  나라  한국  안  이륙  곳,국제선 출국장이 어디에 있습니까?
KETI-Airport,,,TRUE,항공  표  어디  곳,항공사 카운터는 어디에 있습니까?
KETI-Airport,,,TRUE,항공  표  곳  어디,항공사 카운터는 어디에 있습니까?
KETI-Airport,,,TRUE,항공  표  어디,항공사 카운터는 어디에 있습니까?
KETI-Airport,,,TRUE,항공  표  곳,항공사 카운터는 어디에 있습니까?
KETI-Airport,,,TRUE,항공  표  받다  어디  곳,발권 카운터는 어디에 있나요?
KETI-Airport,,,TRUE,항공  표  받다  곳  어디,발권 카운터는 어디에 있나요?
KETI-Airport,,,TRUE,항공  표  받다  어디,발권 카운터는 어디에 있나요?
KETI-Airport,,,TRUE,항공  표  받다  곳,발권 카운터는 어디에 있나요?
KETI-Airport,,,TRUE,자동  문열다  출입  싶다  신고  어디  곳,자동출입신고를 하려고 하는데 어디서 하나요?
KETI-Airport,,,TRUE,자동  문열다  출입  싶다  신고  곳  어디,자동출입신고를 하려고 하는데 어디서 하나요?
KETI-Airport,,,TRUE,자동  문열다  출입  싶다  신고  어디,자동출입신고를 하려고 하는데 어디서 하나요?
KETI-Airport,,,TRUE,자동  문열다  출입  싶다  신고  곳,자동출입신고를 하려고 하는데 어디서 하나요?
KETI-Airport,,,TRUE,돈  바꾸다1  어디  곳,환전은 어디서 하나요?
KETI-Airport,,,TRUE,돈  바꾸다1  곳  어디,환전은 어디서 하나요?
KETI-Airport,,,TRUE,돈  바꾸다1  어디,환전은 어디서 하나요?
KETI-Airport,,,TRUE,돈  바꾸다1  곳,환전은 어디서 하나요?
KETI-Airport,,,TRUE,소  돼지  키우다  검사  신고  어디  곳,축산관계자 신고는 어디서 하나요?
KETI-Airport,,,TRUE,소  돼지  키우다  검사  신고  곳  어디,축산관계자 신고는 어디서 하나요?
KETI-Airport,,,TRUE,소  돼지  키우다  검사  신고  어디,축산관계자 신고는 어디서 하나요?
KETI-Airport,,,TRUE,소  돼지  키우다  검사  신고  곳,축산관계자 신고는 어디서 하나요?
KETI-Airport,,,TRUE,주차  2번  어디  곳,제2 주차장은 어디에 있습니까?
KETI-Airport,,,TRUE,주차  2번  곳  어디,제2 주차장은 어디에 있습니까?
KETI-Airport,,,TRUE,주차  2번  어디,제2 주차장은 어디에 있습니까?
KETI-Airport,,,TRUE,주차  2번  곳,제2 주차장은 어디에 있습니까?
KETI-Airport,,,TRUE,차  맡기다  어디  곳,주차대행한 차는 어디에서 찾습니까?
KETI-Airport,,,TRUE,차  맡기다  곳  어디,주차대행한 차는 어디에서 찾습니까?
KETI-Airport,,,TRUE,차  맡기다  어디,주차대행한 차는 어디에서 찾습니까?
